"pass" "score_exam" "semester" "gender" "highest_education" "soc_eco_status" "age" "num_of_prev_attempts" "studied_credits" "disability" "wscore_tutor" "wscore_comp" "exercises"
1 82 "Sem1" "M" "A Level or Equivalent" 1 31 0 60 "N" 64 22.76 1373
1 98 "Sem1" "F" "HE Qualification" 2 29 0 120 "N" 68.475 23.93 1980
1 36 "Sem1" "M" "Lower Than A Level" 5 29 0 60 "N" 49.1 14.67 978
1 91 "Sem1" "F" "A Level or Equivalent" 4 30 0 60 "N" 62.85 17.64 1298
1 64 "Sem1" "M" "A Level or Equivalent" 3 36 0 60 "N" 34.35 12.44 782
1 82 "Sem1" "F" "A Level or Equivalent" 5 31 0 60 "Y" 54.275 10.54 984
1 62 "Sem1" "F" "A Level or Equivalent" 9 37 0 60 "N" 57.05 18.95 1092
1 40 "Sem1" "F" "A Level or Equivalent" 3 28 0 60 "N" 40.3 11.12 1178
1 91 "Sem1" "M" "A Level or Equivalent" 5 30 0 80 "N" 68.425 23.58 4826
1 64 "Sem1" "F" "A Level or Equivalent" 3 36 0 60 "Y" 51.45 20.93 2613
1 60 "Sem1" "M" "A Level or Equivalent" 8 38 0 60 "N" 45.875 9.69 2272
1 76 "Sem1" "F" "A Level or Equivalent" 6 32 0 120 "N" 66.8 21.66 826
1 44 "Sem1" "F" "HE Qualification" 9 27 0 80 "N" 45.675 19.9 2892
1 62 "Sem1" "F" "A Level or Equivalent" 10 37 0 70 "Y" 36.7 17.44 617
1 42 "Sem1" "M" "HE Qualification" 8 28 0 60 "N" 56.425 21.2 1482
1 56 "Sem1" "F" "A Level or Equivalent" 11 27 0 60 "N" 49.925 18.03 1622
1 56 "Sem1" "M" "A Level or Equivalent" 4 28 0 120 "N" 61.275 21.57 1207
1 40 "Sem1" "F" "A Level or Equivalent" 7 25 0 180 "Y" 42.8 14.86 428
1 60 "Sem1" "M" "A Level or Equivalent" 11 38 0 60 "N" 60.125 21.24 1327
1 56 "Sem1" "M" "A Level or Equivalent" 4 27 1 210 "Y" 29.5 14.71 653
1 69 "Sem1" "F" "A Level or Equivalent" 2 34 0 120 "N" 64.175 15.29 2593
1 40 "Sem1" "F" "Lower Than A Level" 6 28 0 60 "N" 37.55 10.25 1079
1 78 "Sem1" "F" "HE Qualification" 3 32 0 60 "N" 63.975 23.02 2308
1 56 "Sem1" "M" "Lower Than A Level" 1 27 0 120 "N" 51.6 13.24 1374
1 76 "Sem1" "F" "A Level or Equivalent" 5 32 0 60 "N" 48.65 14.89 958
1 87 "Sem1" "F" "A Level or Equivalent" 1 30 0 120 "N" 65.7 22.92 1399
1 96 "Sem1" "M" "HE Qualification" 11 29 0 60 "N" 68.55 23.29 1708
0 44 "Sem1" "M" "A Level or Equivalent" 8 27 0 60 "N" 46.475 13.87 1656
1 73 "Sem1" "F" "Lower Than A Level" 1 33 0 60 "N" 63.925 21.55 2580
0 36 "Sem1" "M" "Lower Than A Level" 6 23 0 120 "N" 47.75 16.43 2928
0 31 "Sem1" "M" "A Level or Equivalent" 9 26 0 120 "N" 36.475 8.36 2039
1 36 "Sem1" "F" "Lower Than A Level" 10 50 0 60 "N" 40.75 8.75 920
1 67 "Sem1" "M" "Lower Than A Level" 11 35 0 60 "N" 58.4 18.15 1566
1 42 "Sem1" "F" "A Level or Equivalent" 9 25 0 60 "N" 40 9.27 919
0 38 "Sem1" "F" "Lower Than A Level" 7 26 0 60 "N" 46.525 15.06 1230
1 80 "Sem1" "M" "Lower Than A Level" 6 31 0 120 "N" 43.75 19.55 1182
1 47 "Sem1" "F" "A Level or Equivalent" 5 25 0 60 "N" 48.2 13.63 1182
0 27 "Sem1" "F" "Lower Than A Level" 11 27 0 60 "N" 44.225 14.32 756
1 42 "Sem1" "M" "A Level or Equivalent" 9 26 0 120 "N" 42.225 11.43 946
1 51 "Sem1" "F" "Lower Than A Level" 6 28 0 60 "N" 56.55 19.46 1766
1 64 "Sem1" "M" "A Level or Equivalent" 6 36 0 60 "N" 50.55 21.41 2542
1 33 "Sem1" "F" "A Level or Equivalent" 4 26 0 120 "N" 52.675 10.55 755
1 42 "Sem1" "F" "A Level or Equivalent" 6 28 1 120 "N" 57.5 18.66 1836
1 49 "Sem1" "F" "HE Qualification" 9 25 0 90 "N" 34.875 7.2 656
1 62 "Sem1" "M" "Lower Than A Level" 3 37 0 60 "N" 67.175 17.32 3604
1 31 "Sem1" "F" "A Level or Equivalent" 4 28 1 180 "N" 38.05 6.25 504
1 82 "Sem1" "M" "Lower Than A Level" 5 31 0 60 "Y" 64.925 21.21 1970
0 38 "Sem1" "F" "A Level or Equivalent" 9 28 0 60 "N" 43.875 11.15 1731
1 42 "Sem1" "M" "A Level or Equivalent" 2 25 1 180 "N" 48.725 15.23 1687
1 58 "Sem1" "F" "A Level or Equivalent" 9 41 0 120 "N" 56.125 21.67 1307
1 87 "Sem1" "M" "A Level or Equivalent" 10 30 0 60 "N" 67.7 23.33 1232
1 53 "Sem1" "F" "No Formal quals" 1 28 0 60 "N" 36.35 13.57 1164
1 49 "Sem1" "M" "HE Qualification" 1 23 0 60 "N" 32.875 14 1130
1 78 "Sem1" "F" "A Level or Equivalent" 10 32 1 150 "N" 64.9 21.18 1349
1 49 "Sem1" "F" "HE Qualification" 6 26 1 180 "N" 56.325 15.01 2422
1 40 "Sem1" "M" "Lower Than A Level" 3 29 0 60 "Y" 50.35 16.92 3570
1 73 "Sem1" "M" "Lower Than A Level" 1 33 0 120 "N" 49.8 16.35 1464
1 42 "Sem1" "F" "A Level or Equivalent" 4 24 0 60 "N" 35.65 6.83 2924
0 33 "Sem1" "M" "Lower Than A Level" 10 28 0 60 "N" 36.65 9.45 2672
0 13 "Sem1" "F" "Lower Than A Level" 2 25 2 120 "N" 25.45 5.79 349
0 29 "Sem1" "M" "A Level or Equivalent" 3 29 1 120 "N" 32.9 12.06 837
1 56 "Sem1" "F" "A Level or Equivalent" 3 27 1 120 "N" 43.875 7.05 1522
1 87 "Sem1" "M" "A Level or Equivalent" 7 30 0 60 "N" 66.55 21.3 828
1 69 "Sem1" "M" "A Level or Equivalent" 10 34 0 120 "N" 58.825 9.62 393
0 31 "Sem1" "M" "Lower Than A Level" 3 23 0 120 "N" 35.225 11.6 2088
1 60 "Sem1" "M" "A Level or Equivalent" 3 38 0 60 "N" 33.2 9.29 1239
1 78 "Sem1" "M" "HE Qualification" 7 32 0 60 "N" 48.8 19.04 773
1 73 "Sem1" "M" "Post Graduate Qualification" 1 33 0 60 "N" 56.225 23.72 3776
0 49 "Sem1" "M" "Lower Than A Level" 7 28 1 120 "N" 38.025 14.65 1117
1 42 "Sem1" "F" "Lower Than A Level" 9 28 0 70 "N" 60.6 22.06 686
1 42 "Sem1" "F" "A Level or Equivalent" 6 25 0 60 "N" 58.6 23 2333
1 80 "Sem1" "F" "A Level or Equivalent" 4 31 0 60 "N" 56.525 20.67 1223
1 82 "Sem1" "F" "Post Graduate Qualification" 1 31 0 70 "N" 71.175 23.49 3468
0 31 "Sem1" "F" "Lower Than A Level" 6 25 0 120 "N" 32.775 8.42 1442
1 78 "Sem1" "M" "Lower Than A Level" 8 32 0 60 "N" 38.925 14.44 1025
0 42 "Sem1" "F" "Lower Than A Level" 11 28 0 60 "N" 53.125 12.52 686
0 24 "Sem1" "F" "Lower Than A Level" 3 28 1 120 "N" 48.5 0 684
1 56 "Sem1" "M" "Lower Than A Level" 4 26 0 60 "N" 65.4 21.75 2875
1 56 "Sem1" "F" "A Level or Equivalent" 8 20 0 75 "N" 59.775 18.91 2641
0 47 "Sem1" "M" "HE Qualification" 1 26 1 120 "N" 44.075 18.65 5430
1 78 "Sem1" "M" "A Level or Equivalent" 5 32 0 60 "N" 61.075 21.88 2735
1 69 "Sem1" "M" "HE Qualification" 8 34 0 60 "N" 51.7 20.84 1029
1 67 "Sem1" "M" "A Level or Equivalent" 3 35 0 60 "N" 52.7 16.31 1483
1 51 "Sem1" "M" "Lower Than A Level" 6 28 0 60 "N" 58.925 19.86 1139
1 71 "Sem1" "F" "A Level or Equivalent" 11 34 0 60 "N" 62.525 19.15 1289
1 51 "Sem1" "M" "Lower Than A Level" 10 27 0 60 "N" 34.925 14.23 2530
0 33 "Sem1" "M" "Lower Than A Level" 4 26 1 120 "N" 7.225 0.6 848
1 78 "Sem1" "M" "A Level or Equivalent" 9 32 0 60 "N" 60.975 20.68 4568
0 27 "Sem1" "M" "A Level or Equivalent" 2 26 0 60 "N" 36.25 9.83 997
1 62 "Sem1" "F" "A Level or Equivalent" 6 37 0 90 "N" 39 13.96 948
1 49 "Sem1" "M" "A Level or Equivalent" 1 26 0 60 "N" 49.375 14.85 1274
1 44 "Sem1" "M" "Lower Than A Level" 11 28 0 60 "N" 42.075 15.28 3387
0 27 "Sem1" "F" "A Level or Equivalent" 11 27 0 60 "N" 47.175 16.95 4207
1 82 "Sem1" "M" "HE Qualification" 4 31 0 60 "N" 64.7 21.77 983
1 42 "Sem1" "F" "A Level or Equivalent" 4 27 0 60 "N" 53.175 16.85 1806
1 69 "Sem1" "M" "A Level or Equivalent" 6 34 0 60 "Y" 59.225 21.23 1526
0 56 "Sem1" "M" "HE Qualification" 4 25 0 60 "N" 37.9 10.38 915
1 69 "Sem1" "M" "A Level or Equivalent" 10 34 0 60 "N" 54.15 21.6 1097
1 84 "Sem1" "M" "Lower Than A Level" 7 31 0 60 "N" 66.075 22.82 3427
1 44 "Sem1" "M" "Lower Than A Level" 2 27 0 60 "N" 40.725 13.48 1129
1 73 "Sem1" "F" "HE Qualification" 11 33 0 60 "N" 51.425 23.26 1426
1 64 "Sem1" "M" "Lower Than A Level" 3 36 0 90 "N" 54.175 14.54 777
1 60 "Sem1" "M" "Lower Than A Level" 1 38 0 90 "N" 49.55 17.71 3247
1 60 "Sem1" "F" "Lower Than A Level" 3 38 0 60 "N" 54.8 20.98 1936
1 60 "Sem1" "F" "A Level or Equivalent" 4 38 0 60 "N" 66.575 22.1 3533
1 80 "Sem1" "F" "No Formal quals" 1 31 0 70 "N" 64.3 21.7 3263
1 49 "Sem1" "M" "A Level or Equivalent" 4 25 0 60 "N" 49.125 19.54 477
1 87 "Sem1" "M" "HE Qualification" 11 30 0 60 "N" 68.575 24.41 4582
1 73 "Sem1" "M" "A Level or Equivalent" 6 33 0 60 "N" 64.825 22.15 768
1 47 "Sem1" "M" "Lower Than A Level" 1 25 0 60 "N" 31.075 15.41 663
1 73 "Sem1" "M" "A Level or Equivalent" 5 33 0 60 "N" 56.675 22.01 1874
1 67 "Sem1" "M" "A Level or Equivalent" 11 35 0 60 "N" 41.25 18.37 2070
1 42 "Sem1" "F" "A Level or Equivalent" 5 28 0 60 "N" 32.525 12.37 672
1 58 "Sem1" "M" "Lower Than A Level" 8 41 0 60 "N" 50.65 13.2 1977
1 60 "Sem1" "F" "A Level or Equivalent" 2 38 0 60 "Y" 67.85 23.97 3144
1 58 "Sem1" "F" "Lower Than A Level" 4 41 0 60 "N" 33.075 10.48 949
0 29 "Sem1" "F" "HE Qualification" 9 27 0 60 "N" 41.65 15.98 2446
1 87 "Sem1" "F" "No Formal quals" 1 30 0 60 "N" 64.35 24.31 1790
0 51 "Sem1" "F" "Lower Than A Level" 1 26 0 60 "N" 39.675 13.35 1033
1 56 "Sem1" "M" "A Level or Equivalent" 2 24 0 60 "N" 51.65 19.48 933
1 33 "Sem1" "F" "A Level or Equivalent" 7 24 0 60 "N" 30.925 10.53 734
1 31 "Sem1" "F" "A Level or Equivalent" 11 28 0 60 "N" 38.375 14.2 2664
1 36 "Sem1" "M" "A Level or Equivalent" 2 23 0 90 "N" 37.45 11.68 3995
1 62 "Sem1" "F" "A Level or Equivalent" 4 37 0 60 "N" 68.45 21.98 1793
1 56 "Sem1" "F" "Lower Than A Level" 2 25 0 60 "N" 44.5 12.97 911
1 42 "Sem1" "F" "A Level or Equivalent" 6 26 0 60 "N" 49.975 16.15 795
0 33 "Sem1" "M" "A Level or Equivalent" 5 27 0 60 "Y" 43.925 11.53 1383
1 47 "Sem1" "M" "A Level or Equivalent" 5 19 0 120 "N" 46.25 16.67 2406
0 33 "Sem1" "F" "A Level or Equivalent" 7 26 0 60 "N" 32.1 18.67 3180
1 42 "Sem1" "M" "Lower Than A Level" 4 25 0 60 "N" 38.375 15.12 2350
1 69 "Sem1" "M" "Lower Than A Level" 3 34 0 60 "N" 67.875 19.14 4335
1 42 "Sem1" "M" "A Level or Equivalent" 8 23 0 60 "N" 58.675 18.19 2284
0 40 "Sem1" "F" "Lower Than A Level" 10 24 0 90 "N" 32.125 8.71 1747
1 64 "Sem1" "F" "A Level or Equivalent" 2 36 0 60 "N" 36.475 11.18 3944
0 33 "Sem1" "M" "A Level or Equivalent" 2 26 0 120 "N" 35.125 16.08 807
1 64 "Sem1" "M" "A Level or Equivalent" 11 36 0 60 "N" 47.5 21.01 1042
1 51 "Sem1" "M" "HE Qualification" 4 28 0 120 "N" 55.55 16.77 1775
1 69 "Sem1" "M" "A Level or Equivalent" 2 34 0 90 "N" 50.675 16.62 2854
1 78 "Sem1" "F" "Lower Than A Level" 4 32 0 60 "N" 56.025 22.97 1508
1 67 "Sem1" "M" "Lower Than A Level" 8 35 0 60 "N" 54.1 15.29 3059
0 24 "Sem1" "M" "Lower Than A Level" 5 20 0 60 "N" 33.925 14.41 1392
1 36 "Sem1" "F" "A Level or Equivalent" 8 27 0 90 "N" 43.075 14.9 4418
1 71 "Sem1" "F" "HE Qualification" 2 34 0 60 "N" 63.1 22.19 2607
1 73 "Sem1" "M" "A Level or Equivalent" 5 33 0 60 "N" 66.9 22.29 3610
1 71 "Sem1" "M" "Lower Than A Level" 7 34 0 60 "N" 55.95 18.3 1008
1 67 "Sem1" "F" "A Level or Equivalent" 2 35 0 75 "N" 46 18 574
1 60 "Sem1" "M" "Lower Than A Level" 5 38 0 60 "N" 64.175 15.01 1926
1 69 "Sem1" "M" "A Level or Equivalent" 4 34 0 60 "Y" 60.725 18.24 2817
1 38 "Sem1" "M" "Lower Than A Level" 11 21 0 180 "N" 45.75 17.12 3390
1 56 "Sem1" "M" "Lower Than A Level" 4 23 0 120 "N" 42.4 19.82 558
1 76 "Sem1" "M" "A Level or Equivalent" 10 32 0 60 "N" 44.575 20.45 1072
1 60 "Sem1" "M" "HE Qualification" 11 38 0 120 "N" 61.55 19.95 3054
0 36 "Sem1" "M" "Lower Than A Level" 3 28 0 60 "N" 51.35 12.84 1143
1 58 "Sem1" "M" "A Level or Equivalent" 7 41 0 60 "N" 57.8 21.82 2311
1 49 "Sem1" "M" "Lower Than A Level" 8 25 0 60 "N" 51.925 16.82 1417
1 44 "Sem1" "M" "A Level or Equivalent" 2 28 0 60 "N" 30.85 9.53 1434
1 82 "Sem1" "M" "A Level or Equivalent" 6 31 0 60 "N" 70.55 23.86 5173
1 36 "Sem1" "F" "Lower Than A Level" 10 22 0 120 "N" 40.1 11.77 593
1 49 "Sem1" "M" "A Level or Equivalent" 2 28 0 90 "N" 31.8 11.28 734
0 33 "Sem1" "M" "Lower Than A Level" 10 29 0 120 "Y" 37.025 12.69 2046
1 56 "Sem1" "M" "Lower Than A Level" 9 28 0 60 "Y" 31.525 11.86 589
0 24 "Sem1" "M" "Lower Than A Level" 8 26 0 60 "N" 26.525 14.07 693
1 64 "Sem1" "M" "A Level or Equivalent" 10 36 0 60 "N" 57.25 20.77 703
1 78 "Sem1" "F" "A Level or Equivalent" 5 32 0 60 "N" 61.5 12.57 2195
1 44 "Sem1" "M" "A Level or Equivalent" 4 27 0 60 "N" 35 11.74 784
1 60 "Sem1" "F" "Lower Than A Level" 9 38 0 60 "N" 61.825 20.27 2444
1 47 "Sem1" "F" "A Level or Equivalent" 9 27 0 60 "N" 35.375 9.28 1460
0 40 "Sem1" "M" "A Level or Equivalent" 6 28 0 60 "N" 34.1 13.27 428
1 56 "Sem1" "F" "Lower Than A Level" 7 28 0 60 "N" 56.675 20.25 1660
0 33 "Sem1" "F" "A Level or Equivalent" 5 28 0 60 "N" 44.225 14.15 1304
1 60 "Sem1" "F" "A Level or Equivalent" 4 38 0 60 "Y" 65.325 21.15 4293
1 56 "Sem1" "M" "A Level or Equivalent" 10 24 0 60 "N" 39.825 23.07 1853
1 64 "Sem1" "M" "Lower Than A Level" 1 36 0 60 "N" 67.475 22.36 1895
1 69 "Sem1" "F" "Lower Than A Level" 6 34 0 60 "N" 54.3 16.67 1424
0 33 "Sem1" "F" "A Level or Equivalent" 2 25 0 60 "N" 33.525 15.62 889
1 78 "Sem1" "M" "A Level or Equivalent" 8 32 0 60 "N" 61.975 20.58 1875
1 49 "Sem1" "F" "A Level or Equivalent" 6 26 0 60 "N" 48.2 17.14 1201
0 33 "Sem1" "F" "A Level or Equivalent" 7 25 0 60 "N" 44.95 13.35 674
0 36 "Sem1" "M" "Lower Than A Level" 1 27 0 60 "N" 44.7 20.04 1776
1 60 "Sem1" "F" "A Level or Equivalent" 7 38 0 60 "Y" 55.75 15.15 1091
1 78 "Sem1" "M" "A Level or Equivalent" 8 32 0 60 "N" 65.775 22.59 604
1 82 "Sem1" "M" "A Level or Equivalent" 9 31 0 60 "N" 60.625 20.78 2543
1 62 "Sem1" "M" "HE Qualification" 6 37 0 60 "N" 61.25 21.92 2383
1 47 "Sem1" "M" "Lower Than A Level" 10 26 0 60 "N" 64.15 14.56 2283
1 33 "Sem1" "M" "HE Qualification" 6 28 0 60 "N" 45.525 17.29 1833
1 64 "Sem1" "M" "A Level or Equivalent" 5 36 0 120 "N" 44.325 14.54 816
1 49 "Sem1" "F" "A Level or Equivalent" 7 26 0 60 "Y" 42.775 12.12 801
1 69 "Sem1" "M" "Lower Than A Level" 5 34 0 60 "N" 53.125 16.3 1601
1 84 "Sem1" "M" "Post Graduate Qualification" 10 31 0 60 "N" 62.875 22.8 2084
1 62 "Sem1" "F" "A Level or Equivalent" 2 37 0 60 "N" 35.95 15.14 732
1 38 "Sem1" "F" "A Level or Equivalent" 9 19 0 60 "N" 30.55 10.94 1231
1 60 "Sem1" "M" "Lower Than A Level" 3 38 0 60 "N" 34.975 11.41 1541
1 69 "Sem1" "M" "Lower Than A Level" 9 34 0 60 "N" 57.925 19.19 1309
1 82 "Sem1" "M" "Lower Than A Level" 9 31 0 60 "N" 65.55 23.54 2214
1 38 "Sem1" "F" "A Level or Equivalent" 3 26 0 60 "N" 41.175 6.62 1841
1 60 "Sem1" "M" "Lower Than A Level" 2 38 0 60 "N" 32.175 14.81 1341
1 69 "Sem1" "M" "A Level or Equivalent" 7 34 0 60 "N" 53.175 16.08 1415
1 44 "Sem1" "M" "A Level or Equivalent" 3 27 0 60 "N" 38.275 12.78 1327
1 78 "Sem1" "F" "A Level or Equivalent" 8 32 0 60 "N" 26.45 16.36 4519
1 62 "Sem1" "F" "HE Qualification" 4 37 0 60 "N" 58.025 19.34 2683
1 82 "Sem1" "M" "A Level or Equivalent" 3 31 0 60 "N" 61.6 21.13 1175
1 78 "Sem1" "M" "Lower Than A Level" 5 32 0 60 "N" 65.225 18.02 1601
1 84 "Sem1" "M" "HE Qualification" 4 31 0 60 "N" 70.4 23.33 1534
0 36 "Sem1" "M" "HE Qualification" 10 22 0 60 "N" 39.925 16.94 2394
1 49 "Sem1" "M" "A Level or Equivalent" 1 28 0 60 "N" 52.25 19.99 872
1 36 "Sem1" "F" "A Level or Equivalent" 8 24 0 60 "N" 36.35 13.5 2803
1 38 "Sem1" "F" "Lower Than A Level" 1 26 0 60 "N" 53.075 21.37 3597
1 56 "Sem1" "M" "A Level or Equivalent" 7 26 0 90 "N" 40.25 10.73 774
1 96 "Sem1" "M" "A Level or Equivalent" 2 29 0 120 "N" 65.575 22.25 3014
1 42 "Sem1" "M" "A Level or Equivalent" 4 27 0 60 "N" 38.85 17.1 1920
1 40 "Sem1" "M" "Lower Than A Level" 1 24 0 60 "N" 49.65 9.21 1296
1 60 "Sem1" "F" "Lower Than A Level" 5 38 0 60 "N" 52.725 18.65 1432
1 44 "Sem1" "M" "Lower Than A Level" 5 22 0 60 "N" 44.775 11.58 2143
1 49 "Sem1" "F" "A Level or Equivalent" 7 22 0 60 "N" 54.075 17.82 1137
1 82 "Sem1" "F" "A Level or Equivalent" 9 31 0 60 "N" 59.825 17.05 1417
1 42 "Sem1" "F" "Lower Than A Level" 5 29 0 60 "N" 47.15 13.19 660
1 64 "Sem1" "F" "Lower Than A Level" 5 36 0 60 "N" 51.375 21.18 5393
1 73 "Sem1" "F" "HE Qualification" 9 33 0 60 "N" 68.95 22.72 2732
1 47 "Sem1" "M" "Lower Than A Level" 2 28 0 60 "N" 42.8 15.62 2156
1 60 "Sem1" "M" "A Level or Equivalent" 8 38 0 120 "N" 55.675 22.32 1714
1 82 "Sem1" "M" "HE Qualification" 9 31 0 90 "N" 62.325 22.81 1360
0 31 "Sem1" "F" "HE Qualification" 8 27 0 60 "N" 31.45 12.82 1519
1 49 "Sem1" "M" "Lower Than A Level" 1 28 0 60 "N" 60.9 16.84 3231
1 51 "Sem1" "M" "Lower Than A Level" 5 24 0 60 "N" 56.275 19.23 1387
1 64 "Sem1" "M" "A Level or Equivalent" 3 36 0 90 "Y" 35.475 15.97 370
1 49 "Sem1" "M" "A Level or Equivalent" 8 26 0 60 "N" 44.225 13.67 844
1 64 "Sem1" "F" "Lower Than A Level" 9 36 0 60 "N" 60.15 20.86 1738
1 64 "Sem1" "M" "HE Qualification" 11 36 0 60 "Y" 59.4 21.73 1435
1 82 "Sem1" "F" "A Level or Equivalent" 6 31 0 60 "N" 60.3 20.28 1950
0 53 "Sem1" "M" "Lower Than A Level" 2 27 0 90 "N" 39.425 12.15 664
1 73 "Sem1" "M" "A Level or Equivalent" 1 33 0 150 "N" 54.15 16.12 3659
0 31 "Sem1" "M" "A Level or Equivalent" 9 24 0 60 "N" 33.9 11.36 419
1 60 "Sem1" "M" "A Level or Equivalent" 3 38 0 60 "Y" 51.325 18.91 847
1 53 "Sem1" "M" "A Level or Equivalent" 11 25 0 60 "N" 62.975 20.16 2214
0 33 "Sem1" "M" "Lower Than A Level" 6 27 0 60 "N" 38.55 16.32 1698
1 91 "Sem1" "M" "A Level or Equivalent" 1 30 0 60 "N" 60.375 20.77 1156
0 44 "Sem1" "M" "Lower Than A Level" 1 22 0 60 "N" 38.05 10.9 1252
1 38 "Sem1" "F" "Lower Than A Level" 8 28 0 60 "Y" 25.85 13.58 2658
1 58 "Sem1" "M" "Lower Than A Level" 10 40 0 60 "Y" 33.575 11.45 2792
0 42 "Sem1" "M" "HE Qualification" 7 23 0 60 "N" 29.75 11.96 894
1 91 "Sem1" "M" "HE Qualification" 11 30 0 60 "N" 66.025 23.66 1317
1 53 "Sem1" "M" "HE Qualification" 9 28 0 60 "N" 33.925 17.72 836
1 78 "Sem1" "M" "HE Qualification" 1 32 0 60 "N" 53.525 21.88 1722
1 69 "Sem1" "M" "HE Qualification" 8 34 0 60 "N" 69.975 23.21 3049
0 1 "Sem1" "F" "Lower Than A Level" 2 27 0 60 "N" 42.6 20.21 2620
1 62 "Sem1" "M" "A Level or Equivalent" 10 37 0 60 "N" 44.95 11.19 1248
1 91 "Sem1" "M" "A Level or Equivalent" 4 30 0 60 "N" 69.8 23.6 1306
1 76 "Sem1" "M" "Post Graduate Qualification" 1 32 0 60 "N" 64.525 23.21 3233
1 60 "Sem1" "F" "Lower Than A Level" 1 38 0 60 "N" 54.725 20.24 1839
1 60 "Sem1" "M" "A Level or Equivalent" 9 38 0 90 "N" 60.625 21.32 2716
1 60 "Sem1" "M" "A Level or Equivalent" 5 38 0 60 "N" 46.675 17.47 3344
1 60 "Sem1" "F" "A Level or Equivalent" 7 38 0 60 "N" 60.775 18.73 975
1 49 "Sem1" "M" "A Level or Equivalent" 5 26 0 60 "N" 37.5 15.34 911
0 40 "Sem1" "M" "Lower Than A Level" 7 24 0 90 "N" 55.75 14.37 1534
1 73 "Sem1" "M" "HE Qualification" 5 33 0 60 "N" 69.85 21.9 2868
1 67 "Sem1" "F" "A Level or Equivalent" 11 35 0 60 "N" 51.375 14.36 2737
0 33 "Sem1" "F" "A Level or Equivalent" 4 28 0 60 "N" 43.5 12.41 1923
1 58 "Sem1" "M" "HE Qualification" 6 40 0 60 "N" 52.575 20.51 765
1 69 "Sem1" "M" "A Level or Equivalent" 1 34 0 60 "N" 61.975 19.96 1382
1 60 "Sem1" "M" "A Level or Equivalent" 7 38 0 60 "N" 56.5 21.39 5329
1 44 "Sem1" "F" "A Level or Equivalent" 6 27 0 60 "N" 56.35 19.19 3344
0 18 "Sem1" "F" "A Level or Equivalent" 3 26 0 60 "N" 47.325 9.49 1550
1 67 "Sem1" "M" "A Level or Equivalent" 9 35 0 60 "N" 64 21.91 9578
1 42 "Sem1" "F" "A Level or Equivalent" 5 27 0 60 "Y" 50.975 19.01 1031
1 60 "Sem1" "F" "Lower Than A Level" 4 38 0 60 "Y" 34.8 8.78 1733
0 16 "Sem1" "M" "A Level or Equivalent" 7 25 0 60 "N" 34.125 10.41 436
0 31 "Sem1" "F" "A Level or Equivalent" 4 27 0 60 "N" 38.025 9.95 1711
1 82 "Sem1" "F" "HE Qualification" 1 31 0 60 "N" 48.175 19.11 2430
1 93 "Sem1" "M" "HE Qualification" 5 29 0 60 "N" 67.175 20.24 1513
1 67 "Sem1" "M" "A Level or Equivalent" 5 35 0 60 "N" 63.85 17.65 993
1 47 "Sem1" "F" "HE Qualification" 11 27 0 60 "N" 42.575 16.3 682
0 36 "Sem1" "F" "A Level or Equivalent" 3 29 0 60 "N" 48.75 16.88 1864
1 51 "Sem1" "M" "A Level or Equivalent" 6 25 0 60 "N" 42.35 16.66 533
1 78 "Sem1" "M" "HE Qualification" 1 32 0 60 "N" 58.475 22.85 816
1 73 "Sem1" "M" "A Level or Equivalent" 9 33 0 60 "N" 68.325 24.37 1397
0 22 "Sem1" "F" "Lower Than A Level" 7 25 0 60 "N" 32.35 8.63 1543
1 73 "Sem1" "M" "A Level or Equivalent" 1 33 0 60 "N" 55.85 22.27 2354
1 47 "Sem1" "F" "Lower Than A Level" 1 27 0 60 "N" 44.475 14.42 2138
1 47 "Sem1" "F" "A Level or Equivalent" 7 26 0 60 "N" 49.3 15.8 1058
0 33 "Sem1" "M" "HE Qualification" 1 28 0 60 "N" 43.025 17.95 2761
1 44 "Sem1" "M" "A Level or Equivalent" 4 26 0 60 "N" 55.2 19.7 1069
1 73 "Sem1" "M" "Lower Than A Level" 8 33 0 60 "N" 63.525 18.62 1383
1 56 "Sem1" "M" "Lower Than A Level" 9 24 0 60 "N" 65.475 22.09 2028
0 51 "Sem1" "M" "A Level or Equivalent" 10 24 0 60 "N" 35.15 5.99 2288
1 91 "Sem1" "M" "A Level or Equivalent" 6 30 0 60 "N" 70.35 22.95 615
1 51 "Sem1" "M" "A Level or Equivalent" 3 26 0 60 "Y" 57.725 16.16 4314
1 73 "Sem1" "M" "Lower Than A Level" 1 33 0 60 "N" 47.65 22.22 2991
1 31 "Sem1" "M" "HE Qualification" 6 28 0 60 "N" 59.4 20.44 1391
1 47 "Sem1" "F" "HE Qualification" 11 29 0 60 "N" 0 19.94 655
1 73 "Sem1" "M" "Lower Than A Level" 7 33 0 60 "N" 69.475 22.97 2257
1 78 "Sem1" "M" "A Level or Equivalent" 9 32 0 60 "N" 53.125 19.22 1566
1 64 "Sem1" "M" "A Level or Equivalent" 3 36 0 60 "N" 52.7 20.62 2089
1 73 "Sem1" "M" "HE Qualification" 5 33 0 60 "N" 68.45 21.3 1423
1 51 "Sem1" "M" "HE Qualification" 6 22 0 90 "N" 30.3 12.95 1981
1 40 "Sem1" "F" "A Level or Equivalent" 1 27 0 60 "N" 31 12.25 2750
1 49 "Sem1" "M" "Lower Than A Level" 5 24 1 60 "N" 31.375 13.05 797
